Date,State Name,Vegetable Name,Wholesale Price,Retail Price,Mall Price,Unit,Vegetable Image
2024-05-06,Uttarakhand,Lemon (Lime),65,75 - 83,78 - 107,1kg,N/A
2024-05-06,Uttarakhand,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-06,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-06,Uttarakhand,Mushroom,91,105 - 116,109 - 150,1kg,N/A
2024-05-06,Uttarakhand,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-06,Uttarakhand,Ladies Finger,39,45 - 50,47 - 64,1kg,N/A
2024-05-06,Uttarakhand,Pumpkin,22,25 - 28,26 - 36,1kg,N/A
2024-05-06,Uttarakhand,Radish,26,30 - 33,31 - 43,1kg,N/A
2024-05-06,Uttarakhand,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-06,Uttarakhand,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-05-06,Uttarakhand,Snake Gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-06,Uttarakhand,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-06,Uttarakhand,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-05-06,Uttarakhand,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-07,Uttarakhand,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-07,Uttarakhand,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-07,Uttarakhand,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-07,Uttarakhand,Green Chilli,42,48 - 53,50 - 69,1kg,N/A
2024-05-07,Uttarakhand,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-07,Uttarakhand,Potato,30,35 - 38,36 - 50,1kg,N/A
2024-05-07,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-07,Uttarakhand,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-07,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-07,Uttarakhand,Ash gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-07,Uttarakhand,Baby Corn,49,56 - 62,59 - 81,1kg,N/A
2024-05-07,Uttarakhand,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-05-07,Uttarakhand,Capsicum,47,54 - 60,56 - 78,1kg,N/A
2024-05-07,Uttarakhand,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-07,Uttarakhand,Bottle Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-07,Uttarakhand,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-07,Uttarakhand,Broad Beans,31,36 - 39,37 - 51,1kg,N/A
2024-05-07,Uttarakhand,Cabbage,21,24 - 27,25 - 35,1kg,N/A
2024-05-07,Uttarakhand,Carrot,45,52 - 57,54 - 74,1kg,N/A
2024-05-07,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-07,Uttarakhand,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-05-07,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-05-07,Uttarakhand,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-07,Uttarakhand,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-05-07,Uttarakhand,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-07,Uttarakhand,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-07,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-07,Uttarakhand,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-07,Uttarakhand,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-07,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-07,Uttarakhand,Brinjal,22,25 - 28,26 - 36,1kg,N/A
2024-05-07,Uttarakhand,Brinjal (Big),26,30 - 33,31 - 43,1kg,N/A
2024-05-07,Uttarakhand,Elephant Yam,26,30 - 33,31 - 43,1kg,N/A
2024-05-07,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-07,Uttarakhand,French Beans,53,61 - 67,64 - 87,1kg,N/A
2024-05-07,Uttarakhand,Garlic,166,191 - 211,199 - 274,1kg,N/A
2024-05-07,Uttarakhand,Ginger,100,115 - 127,120 - 165,1kg,N/A
2024-05-07,Uttarakhand,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-05-07,Uttarakhand,Green Peas,48,55 - 61,58 - 79,1kg,N/A
2024-05-07,Uttarakhand,Ivy Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-07,Uttarakhand,Lemon (Lime),63,72 - 80,76 - 104,1kg,N/A
2024-05-07,Uttarakhand,Mango Raw,24,28 - 30,29 - 40,1kg,N/A
2024-05-07,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-07,Uttarakhand,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-05-07,Uttarakhand,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-07,Uttarakhand,Ladies Finger,38,44 - 48,46 - 63,1kg,N/A
2024-05-07,Uttarakhand,Pumpkin,18,21 - 23,22 - 30,1kg,N/A
2024-05-07,Uttarakhand,Radish,23,26 - 29,28 - 38,1kg,N/A
2024-05-07,Uttarakhand,Ridge Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-07,Uttarakhand,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,N/A
2024-05-07,Uttarakhand,Snake Gourd,22,25 - 28,26 - 36,1kg,N/A
2024-05-07,Uttarakhand,Sorrel Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-07,Uttarakhand,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-05-07,Uttarakhand,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-05-08,Uttarakhand,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-08,Uttarakhand,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-08,Uttarakhand,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-08,Uttarakhand,Green Chilli,42,48 - 53,50 - 69,1kg,N/A
2024-05-08,Uttarakhand,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-08,Uttarakhand,Potato,30,35 - 38,36 - 50,1kg,N/A
2024-05-08,Uttarakhand,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-08,Uttarakhand,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-08,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-08,Uttarakhand,Ash gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-08,Uttarakhand,Baby Corn,49,56 - 62,59 - 81,1kg,N/A
2024-05-08,Uttarakhand,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-05-08,Uttarakhand,Capsicum,47,54 - 60,56 - 78,1kg,N/A
2024-05-08,Uttarakhand,Bitter Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-08,Uttarakhand,Bottle Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-08,Uttarakhand,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-08,Uttarakhand,Broad Beans,31,36 - 39,37 - 51,1kg,N/A
2024-05-08,Uttarakhand,Cabbage,21,24 - 27,25 - 35,1kg,N/A
2024-05-08,Uttarakhand,Carrot,45,52 - 57,54 - 74,1kg,N/A
2024-05-08,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-08,Uttarakhand,Cluster beans,43,49 - 55,52 - 71,1kg,N/A
2024-05-08,Uttarakhand,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-05-08,Uttarakhand,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-08,Uttarakhand,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-05-08,Uttarakhand,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-05-08,Uttarakhand,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-08,Uttarakhand,Cucumber,27,31 - 34,32 - 45,1kg,N/A
2024-05-08,Uttarakhand,Curry Leaves,27,31 - 34,32 - 45,1kg,N/A
2024-05-08,Uttarakhand,Dill Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-08,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-08,Uttarakhand,Brinjal,22,25 - 28,26 - 36,1kg,N/A
2024-05-08,Uttarakhand,Brinjal (Big),26,30 - 33,31 - 43,1kg,N/A
2024-05-08,Uttarakhand,Elephant Yam,26,30 - 33,31 - 43,1kg,N/A
2024-05-08,Uttarakhand,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-08,Uttarakhand,French Beans,53,61 - 67,64 - 87,1kg,N/A
2024-05-08,Uttarakhand,Garlic,166,191 - 211,199 - 274,1kg,N/A
2024-05-08,Uttarakhand,Ginger,100,115 - 127,120 - 165,1kg,N/A
2024-05-08,Uttarakhand,Onion Green,38,44 - 48,46 - 63,1kg,N/A
2024-05-08,Uttarakhand,Green Peas,48,55 - 61,58 - 79,1kg,N/A
2024-05-08,Uttarakhand,Ivy Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-08,Uttarakhand,Lemon (Lime),63,72 - 80,76 - 104,1kg,N/A
2024-05-08,Uttarakhand,Mango Raw,24,28 - 30,29 - 40,1kg,N/A
2024-05-08,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-08,Uttarakhand,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-05-08,Uttarakhand,Mustard Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-08,Uttarakhand,Ladies Finger,38,44 - 48,46 - 63,1kg,N/A
2024-05-08,Uttarakhand,Pumpkin,18,21 - 23,22 - 30,1kg,N/A
2024-05-08,Uttarakhand,Radish,23,26 - 29,28 - 38,1kg,N/A
2024-05-08,Uttarakhand,Ridge Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-08,Uttarakhand,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,N/A
2024-05-08,Uttarakhand,Snake Gourd,22,25 - 28,26 - 36,1kg,N/A
2024-05-08,Uttarakhand,Sorrel Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-08,Uttarakhand,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-05-08,Uttarakhand,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Uttarakhand,Onion Big,27,31 - 34,32 - 45,1kg,N/A
2024-05-09,Uttarakhand,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-09,Uttarakhand,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Uttarakhand,Green Chilli,41,47 - 52,49 - 68,1kg,N/A
2024-05-09,Uttarakhand,Beetroot,34,39 - 43,41 - 56,1kg,N/A
2024-05-09,Uttarakhand,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-05-09,Uttarakhand,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-09,Uttarakhand,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-09,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-09,Uttarakhand,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-05-09,Uttarakhand,Baby Corn,63,72 - 80,76 - 104,1kg,N/A
2024-05-09,Uttarakhand,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-05-09,Uttarakhand,Capsicum,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Uttarakhand,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-09,Uttarakhand,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Uttarakhand,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-09,Uttarakhand,Broad Beans,34,39 - 43,41 - 56,1kg,N/A
2024-05-09,Uttarakhand,Cabbage,19,22 - 24,23 - 31,1kg,N/A
2024-05-09,Uttarakhand,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-05-09,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-09,Uttarakhand,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Uttarakhand,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-05-09,Uttarakhand,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-09,Uttarakhand,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Uttarakhand,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-05-09,Uttarakhand,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-09,Uttarakhand,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Uttarakhand,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-09,Uttarakhand,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-09,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Uttarakhand,Brinjal,24,28 - 30,29 - 40,1kg,N/A
2024-05-09,Uttarakhand,Brinjal (Big),25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Uttarakhand,Elephant Yam,24,28 - 30,29 - 40,1kg,N/A
2024-05-09,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-09,Uttarakhand,French Beans,52,60 - 66,62 - 86,1kg,N/A
2024-05-09,Uttarakhand,Garlic,156,179 - 198,187 - 257,1kg,N/A
2024-05-09,Uttarakhand,Ginger,114,131 - 145,137 - 188,1kg,N/A
2024-05-09,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Uttarakhand,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-05-09,Uttarakhand,Ivy Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Uttarakhand,Lemon (Lime),62,71 - 79,74 - 102,1kg,N/A
2024-05-09,Uttarakhand,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-09,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-09,Uttarakhand,Mushroom,88,101 - 112,106 - 145,1kg,N/A
2024-05-09,Uttarakhand,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-09,Uttarakhand,Ladies Finger,37,43 - 47,44 - 61,1kg,N/A
2024-05-09,Uttarakhand,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-05-09,Uttarakhand,Radish,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Uttarakhand,Ridge Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-09,Uttarakhand,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-05-09,Uttarakhand,Snake Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-09,Uttarakhand,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-09,Uttarakhand,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-09,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-10,Uttarakhand,Onion Big,27,31 - 34,32 - 45,1kg,N/A
2024-05-10,Uttarakhand,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-10,Uttarakhand,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Uttarakhand,Green Chilli,41,47 - 52,49 - 68,1kg,N/A
2024-05-10,Uttarakhand,Beetroot,34,39 - 43,41 - 56,1kg,N/A
2024-05-10,Uttarakhand,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-05-10,Uttarakhand,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-10,Uttarakhand,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-10,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-10,Uttarakhand,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-05-10,Uttarakhand,Baby Corn,63,72 - 80,76 - 104,1kg,N/A
2024-05-10,Uttarakhand,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-05-10,Uttarakhand,Capsicum,40,46 - 51,48 - 66,1kg,N/A
2024-05-10,Uttarakhand,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-10,Uttarakhand,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Uttarakhand,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-10,Uttarakhand,Broad Beans,34,39 - 43,41 - 56,1kg,N/A
2024-05-10,Uttarakhand,Cabbage,19,22 - 24,23 - 31,1kg,N/A
2024-05-10,Uttarakhand,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-05-10,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-10,Uttarakhand,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-10,Uttarakhand,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-05-10,Uttarakhand,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-10,Uttarakhand,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Uttarakhand,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-05-10,Uttarakhand,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-10,Uttarakhand,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Uttarakhand,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-10,Uttarakhand,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-10,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-10,Uttarakhand,Brinjal,24,28 - 30,29 - 40,1kg,N/A
2024-05-10,Uttarakhand,Brinjal (Big),25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Uttarakhand,Elephant Yam,24,28 - 30,29 - 40,1kg,N/A
2024-05-10,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-10,Uttarakhand,French Beans,52,60 - 66,62 - 86,1kg,N/A
2024-05-10,Uttarakhand,Garlic,156,179 - 198,187 - 257,1kg,N/A
2024-05-10,Uttarakhand,Ginger,114,131 - 145,137 - 188,1kg,N/A
2024-05-10,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-05-10,Uttarakhand,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-05-10,Uttarakhand,Ivy Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Uttarakhand,Lemon (Lime),62,71 - 79,74 - 102,1kg,N/A
2024-05-10,Uttarakhand,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-10,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-10,Uttarakhand,Mushroom,88,101 - 112,106 - 145,1kg,N/A
2024-05-10,Uttarakhand,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-10,Uttarakhand,Ladies Finger,37,43 - 47,44 - 61,1kg,N/A
2024-05-10,Uttarakhand,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-05-10,Uttarakhand,Radish,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Uttarakhand,Ridge Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-10,Uttarakhand,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-05-10,Uttarakhand,Snake Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-10,Uttarakhand,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-10,Uttarakhand,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-10,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-11,Uttarakhand,Onion Big,27,31 - 34,32 - 45,1kg,N/A
2024-05-11,Uttarakhand,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-11,Uttarakhand,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Uttarakhand,Green Chilli,41,47 - 52,49 - 68,1kg,N/A
2024-05-11,Uttarakhand,Beetroot,34,39 - 43,41 - 56,1kg,N/A
2024-05-11,Uttarakhand,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-05-11,Uttarakhand,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-11,Uttarakhand,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-11,Uttarakhand,Amla,70,81 - 89,84 - 116,1kg,N/A
2024-05-11,Uttarakhand,Ash gourd,18,21 - 23,22 - 30,1kg,N/A
2024-05-11,Uttarakhand,Baby Corn,63,72 - 80,76 - 104,1kg,N/A
2024-05-11,Uttarakhand,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-05-11,Uttarakhand,Capsicum,40,46 - 51,48 - 66,1kg,N/A
2024-05-11,Uttarakhand,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-11,Uttarakhand,Bottle Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Uttarakhand,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-11,Uttarakhand,Broad Beans,34,39 - 43,41 - 56,1kg,N/A
2024-05-11,Uttarakhand,Cabbage,19,22 - 24,23 - 31,1kg,N/A
2024-05-11,Uttarakhand,Carrot,42,48 - 53,50 - 69,1kg,N/A
2024-05-11,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-11,Uttarakhand,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-11,Uttarakhand,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-05-11,Uttarakhand,Colocasia Leaves,17,20 - 22,20 - 28,1kg,N/A
2024-05-11,Uttarakhand,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Uttarakhand,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-05-11,Uttarakhand,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-11,Uttarakhand,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Uttarakhand,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-11,Uttarakhand,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-11,Uttarakhand,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-11,Uttarakhand,Brinjal,24,28 - 30,29 - 40,1kg,N/A
2024-05-11,Uttarakhand,Brinjal (Big),25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Uttarakhand,Elephant Yam,24,28 - 30,29 - 40,1kg,N/A
2024-05-11,Uttarakhand,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-11,Uttarakhand,French Beans,52,60 - 66,62 - 86,1kg,N/A
2024-05-11,Uttarakhand,Garlic,156,179 - 198,187 - 257,1kg,N/A
2024-05-11,Uttarakhand,Ginger,114,131 - 145,137 - 188,1kg,N/A
2024-05-11,Uttarakhand,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-05-11,Uttarakhand,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-05-11,Uttarakhand,Ivy Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Uttarakhand,Lemon (Lime),62,71 - 79,74 - 102,1kg,N/A
2024-05-11,Uttarakhand,Mango Raw,30,35 - 38,36 - 50,1kg,N/A
2024-05-11,Uttarakhand,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-11,Uttarakhand,Mushroom,88,101 - 112,106 - 145,1kg,N/A
2024-05-11,Uttarakhand,Mustard Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-11,Uttarakhand,Ladies Finger,37,43 - 47,44 - 61,1kg,N/A
2024-05-11,Uttarakhand,Pumpkin,20,23 - 25,24 - 33,1kg,N/A
2024-05-11,Uttarakhand,Radish,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Uttarakhand,Ridge Gourd,29,33 - 37,35 - 48,1kg,N/A
2024-05-11,Uttarakhand,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,N/A
2024-05-11,Uttarakhand,Snake Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-11,Uttarakhand,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-11,Uttarakhand,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-11,Uttarakhand,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-12,Uttarakhand,Onion Big,27,31 - 34,32 - 45,1kg,N/A
2024-05-12,Uttarakhand,Onion Small,34,39 - 43,41 - 56,1kg,N/A
2024-05-12,Uttarakhand,Tomato,26,30 - 33,31 - 43,1kg,N/A
2024-05-12,Uttarakhand,Green Chilli,43,49 - 55,52 - 71,1kg,N/A
2024-05-12,Uttarakhand,Beetroot,39,45 - 50,47 - 64,1kg,N/A
2024-05-12,Uttarakhand,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-05-12,Uttarakhand,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,N/A
2024-05-12,Uttarakhand,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-12,Uttarakhand,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-12,Uttarakhand,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-05-12,Uttarakhand,Baby Corn,46,53 - 58,55 - 76,1kg,N/A
2024-05-12,Uttarakhand,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-05-12,Uttarakhand,Capsicum,41,47 - 52,49 - 68,1kg,N/A
2024-05-12,Uttarakhand,Bitter Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-12,Uttarakhand,Bottle Gourd,24,28 - 30,29 - 40,1kg,N/A
2024-05-12,Uttarakhand,Butter Beans,50,58 - 64,60 - 83,1kg,N/A
2024-05-12,Uttarakhand,Broad Beans,28,32 - 36,34 - 46,1kg,N/A
2024-05-12,Uttarakhand,Cabbage,22,25 - 28,26 - 36,1kg,N/A
2024-05-12,Uttarakhand,Carrot,46,53 - 58,55 - 76,1kg,N/A
2024-05-12,Uttarakhand,Cauliflower,27,31 - 34,32 - 45,1kg,N/A
2024-05-12,Uttarakhand,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-12,Uttarakhand,Coconut,33,38 - 42,40 - 54,1kg,N/A
2024-05-12,Uttarakhand,Colocasia Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-12,Uttarakhand,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-05-12,Uttarakhand,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-05-12,Uttarakhand,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-12,Uttarakhand,Cucumber,26,30 - 33,31 - 43,1kg,N/A
2024-05-12,Uttarakhand,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-12,Uttarakhand,Dill Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-12,Uttarakhand,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-12,Uttarakhand,Brinjal,24,28 - 30,29 - 40,1kg,N/A
